dataset,building_id,building_type,metric,metric_type,value
borealis,home23,residential,cvrmse_5,hour_of_day,0.8231958150863647
borealis,home23,residential,cvrmse_6,hour_of_day,0.6180673837661743
borealis,home23,residential,cvrmse_7,hour_of_day,0.632800817489624
borealis,home23,residential,cvrmse_8,hour_of_day,0.592562735080719
borealis,home23,residential,cvrmse_9,hour_of_day,0.5614643692970276
borealis,home23,residential,cvrmse_10,hour_of_day,0.5374708771705627
borealis,home23,residential,cvrmse_11,hour_of_day,0.548490047454834
borealis,home23,residential,cvrmse_12,hour_of_day,0.5274889469146729
borealis,home23,residential,cvrmse_13,hour_of_day,0.6000849604606628
borealis,home23,residential,cvrmse_14,hour_of_day,0.766807496547699
borealis,home23,residential,cvrmse_15,hour_of_day,0.6488161087036133
borealis,home23,residential,cvrmse_16,hour_of_day,0.5820651650428772
borealis,home23,residential,cvrmse_17,hour_of_day,0.5532571077346802
borealis,home23,residential,cvrmse_18,hour_of_day,0.5459722876548767
borealis,home23,residential,cvrmse_19,hour_of_day,0.6444201469421387
borealis,home23,residential,cvrmse_20,hour_of_day,0.6586775183677673
borealis,home23,residential,cvrmse_21,hour_of_day,0.6528989672660828
borealis,home23,residential,cvrmse_22,hour_of_day,0.8684518933296204
borealis,home23,residential,cvrmse_23,hour_of_day,1.4772021770477295
borealis,home23,residential,nmbe_0,hour_of_day,0.12330583482980728
borealis,home23,residential,nmbe_1,hour_of_day,-0.14528992772102356
borealis,home23,residential,nmbe_2,hour_of_day,-0.07209773361682892
borealis,home23,residential,nmbe_3,hour_of_day,-0.19445253908634186
borealis,home23,residential,nmbe_4,hour_of_day,-0.4754331409931183
borealis,home23,residential,nmbe_5,hour_of_day,-0.2178843468427658
borealis,home23,residential,nmbe_6,hour_of_day,-0.18550337851047516
borealis,home23,residential,nmbe_7,hour_of_day,-0.21693146228790283
borealis,home23,residential,nmbe_8,hour_of_day,-0.21443268656730652
borealis,home23,residential,nmbe_9,hour_of_day,-0.18638353049755096
borealis,home23,residential,nmbe_10,hour_of_day,-0.19682981073856354
borealis,home23,residential,nmbe_11,hour_of_day,-0.21469365060329437
borealis,home23,residential,nmbe_12,hour_of_day,-0.15243291854858398
borealis,home23,residential,nmbe_13,hour_of_day,-0.17948000133037567
borealis,home23,residential,nmbe_14,hour_of_day,-0.0798787921667099
borealis,home23,residential,nmbe_15,hour_of_day,-0.1834879219532013
borealis,home23,residential,nmbe_16,hour_of_day,-0.20733122527599335
borealis,home23,residential,nmbe_17,hour_of_day,-0.22397437691688538
borealis,home23,residential,nmbe_18,hour_of_day,-0.22122737765312195
borealis,home23,residential,nmbe_19,hour_of_day,-0.26319828629493713
borealis,home23,residential,nmbe_20,hour_of_day,-0.2160109281539917
borealis,home23,residential,nmbe_21,hour_of_day,-0.3508089482784271
borealis,home23,residential,nmbe_22,hour_of_day,-0.310336709022522
borealis,home23,residential,nmbe_23,hour_of_day,0.010506884194910526
borealis,home23,residential,nmae_0,hour_of_day,0.5901309847831726
borealis,home23,residential,nmae_1,hour_of_day,0.56548011302948
borealis,home23,residential,nmae_2,hour_of_day,0.6978312730789185
borealis,home23,residential,nmae_3,hour_of_day,0.7246999740600586
borealis,home23,residential,nmae_4,hour_of_day,0.5953347682952881
borealis,home23,residential,nmae_5,hour_of_day,0.48038601875305176
borealis,home23,residential,nmae_6,hour_of_day,0.30581924319267273
borealis,home23,residential,nmae_7,hour_of_day,0.27010318636894226
borealis,home23,residential,nmae_8,hour_of_day,0.2495201975107193
borealis,home23,residential,nmae_9,hour_of_day,0.26122885942459106
borealis,home23,residential,nmae_10,hour_of_day,0.23639322817325592
borealis,home23,residential,nmae_11,hour_of_day,0.26485660672187805
borealis,home23,residential,nmae_12,hour_of_day,0.3025330603122711
borealis,home23,residential,nmae_13,hour_of_day,0.3329754173755646
borealis,home23,residential,nmae_14,hour_of_day,0.5370742678642273
borealis,home23,residential,nmae_15,hour_of_day,0.4154984652996063
borealis,home23,residential,nmae_16,hour_of_day,0.3771520256996155
borealis,home23,residential,nmae_17,hour_of_day,0.37794914841651917
borealis,home23,residential,nmae_18,hour_of_day,0.3672157824039459
borealis,home23,residential,nmae_19,hour_of_day,0.41638654470443726
borealis,home23,residential,nmae_20,hour_of_day,0.4558860659599304
borealis,home23,residential,nmae_21,hour_of_day,0.47658583521842957
borealis,home23,residential,nmae_22,hour_of_day,0.6698439717292786
borealis,home23,residential,nmae_23,hour_of_day,0.8999336957931519
borealis,home21,residential,cvrmse_0,hour_of_day,0.34832295775413513
borealis,home21,residential,cvrmse_1,hour_of_day,0.44398605823516846
borealis,home21,residential,cvrmse_2,hour_of_day,0.4131718873977661
borealis,home21,residential,cvrmse_3,hour_of_day,0.35918527841567993
borealis,home21,residential,cvrmse_4,hour_of_day,0.282519668340683
borealis,home21,residential,cvrmse_5,hour_of_day,0.22564074397087097
borealis,home21,residential,cvrmse_6,hour_of_day,0.3635514974594116
borealis,home21,residential,cvrmse_7,hour_of_day,0.22337810695171356
borealis,home21,residential,cvrmse_8,hour_of_day,0.3024473190307617
borealis,home21,residential,cvrmse_9,hour_of_day,0.3039431869983673
borealis,home21,residential,cvrmse_10,hour_of_day,0.6795921325683594
borealis,home21,residential,cvrmse_11,hour_of_day,0.6180591583251953
borealis,home21,residential,cvrmse_12,hour_of_day,0.37810197472572327
borealis,home21,residential,cvrmse_13,hour_of_day,0.7244604229927063
borealis,home21,residential,cvrmse_14,hour_of_day,0.6734778881072998
borealis,home21,residential,cvrmse_15,hour_of_day,1.129905104637146
borealis,home21,residential,cvrmse_16,hour_of_day,0.8914821743965149
borealis,home21,residential,cvrmse_17,hour_of_day,0.5735855102539062
borealis,home21,residential,cvrmse_18,hour_of_day,0.5922576785087585
borealis,home21,residential,cvrmse_19,hour_of_day,0.6989679932594299
borealis,home21,residential,cvrmse_20,hour_of_day,1.0006564855575562
borealis,home21,residential,cvrmse_21,hour_of_day,0.902565598487854
borealis,home21,residential,cvrmse_22,hour_of_day,0.6429601311683655
borealis,home21,residential,cvrmse_23,hour_of_day,0.5288076996803284
borealis,home21,residential,nmbe_0,hour_of_day,-0.06160319596529007
borealis,home21,residential,nmbe_1,hour_of_day,-0.14997732639312744
borealis,home21,residential,nmbe_2,hour_of_day,-0.19854454696178436
borealis,home21,residential,nmbe_3,hour_of_day,-0.1719352900981903
borealis,home21,residential,nmbe_4,hour_of_day,-0.1453777402639389
borealis,home21,residential,nmbe_5,hour_of_day,-0.09906628727912903
borealis,home21,residential,nmbe_6,hour_of_day,-0.31448760628700256
borealis,home21,residential,nmbe_7,hour_of_day,-0.1096213236451149
borealis,home21,residential,nmbe_8,hour_of_day,0.02224927954375744
borealis,home21,residential,nmbe_9,hour_of_day,-0.07898196578025818
borealis,home21,residential,nmbe_10,hour_of_day,0.07970832288265228
borealis,home21,residential,nmbe_11,hour_of_day,0.1595970094203949
borealis,home21,residential,nmbe_12,hour_of_day,-0.009739236906170845
borealis,home21,residential,nmbe_13,hour_of_day,-0.002880294341593981
borealis,home21,residential,nmbe_14,hour_of_day,-0.0009963210904970765
borealis,home21,residential,nmbe_15,hour_of_day,0.1119859516620636
borealis,home21,residential,nmbe_16,hour_of_day,-0.05524246767163277
borealis,home21,residential,nmbe_17,hour_of_day,-0.26079732179641724
borealis,home21,residential,nmbe_18,hour_of_day,-0.23675288259983063
borealis,home21,residential,nmbe_19,hour_of_day,-0.21605843305587769
borealis,home21,residential,nmbe_20,hour_of_day,-0.06589219719171524
borealis,home21,residential,nmbe_21,hour_of_day,0.19901080429553986
borealis,home21,residential,nmbe_22,hour_of_day,0.10900316387414932
borealis,home21,residential,nmbe_23,hour_of_day,0.04702778905630112
borealis,home21,residential,nmae_0,hour_of_day,0.2437598705291748
borealis,home21,residential,nmae_1,hour_of_day,0.35830217599868774
borealis,home21,residential,nmae_2,hour_of_day,0.3457790017127991
borealis,home21,residential,nmae_3,hour_of_day,0.2721039354801178
borealis,home21,residential,nmae_4,hour_of_day,0.21953456103801727
borealis,home21,residential,nmae_5,hour_of_day,0.1709645837545395
borealis,home21,residential,nmae_6,hour_of_day,0.33733585476875305
borealis,home21,residential,nmae_7,hour_of_day,0.1958366483449936
borealis,home21,residential,nmae_8,hour_of_day,0.22998914122581482
borealis,home21,residential,nmae_9,hour_of_day,0.2267758846282959
borealis,home21,residential,nmae_10,hour_of_day,0.3733353614807129
borealis,home21,residential,nmae_11,hour_of_day,0.368844211101532
borealis,home21,residential,nmae_12,hour_of_day,0.23621049523353577
borealis,home21,residential,nmae_13,hour_of_day,0.3583914339542389
borealis,home21,residential,nmae_14,hour_of_day,0.46843498945236206
borealis,home21,residential,nmae_15,hour_of_day,0.6619166135787964
